Reaction;Subsystem
HMR_9739;Transport reactions
HMR_9740;Transport reactions
HMR_9741;Transport reactions
HMR_9742;Transport reactions
HMR_9743;Transport reactions
HMR_9744;Transport reactions
HMR_9745;Transport reactions
HMR_9746;Transport reactions
HMR_9747;Transport reactions
HMR_9748;Transport reactions
HMR_9749;Transport reactions
HMR_9750;Transport reactions
HMR_9751;Transport reactions
HMR_9752;Transport reactions
HMR_9753;Transport reactions
HMR_9754;Transport reactions
HMR_9755;Transport reactions
HMR_9756;Transport reactions
HMR_9757;Transport reactions
HMR_9758;Transport reactions
HMR_9759;Transport reactions
HMR_9760;Transport reactions
HMR_9761;Transport reactions
HMR_9762;Transport reactions
HMR_9763;Transport reactions
HMR_9764;Transport reactions
HMR_9765;Transport reactions
HMR_9766;Transport reactions
HMR_9767;Transport reactions
HMR_9768;Transport reactions
HMR_9769;Transport reactions
HMR_9770;Transport reactions
HMR_9771;Transport reactions
HMR_9772;Transport reactions
HMR_9773;Transport reactions
HMR_9774;Transport reactions
HMR_9775;Transport reactions
HMR_9776;Transport reactions
HMR_9777;Transport reactions
HMR_9778;Transport reactions
HMR_9779;Transport reactions
HMR_9780;Transport reactions
HMR_9781;Transport reactions
HMR_9782;Transport reactions
HMR_9783;Transport reactions
HMR_9784;Transport reactions
HMR_9785;Transport reactions
HMR_9786;Transport reactions
HMR_9787;Transport reactions
HMR_9788;Transport reactions
HMR_9789;Transport reactions
HMR_9790;Transport reactions
HMR_9791;Transport reactions
HMR_9792;Transport reactions
HMR_9793;Transport reactions
HMR_9794;Transport reactions
HMR_9795;Transport reactions
HMR_9796;Transport reactions
HMR_0731;Transport reactions
HMR_0732;Transport reactions
HMR_0734;Transport reactions
HMR_0918;Transport reactions
HMR_1916;Transport reactions
HMR_4892;Transport reactions
HMR_4955;Transport reactions
HMR_7201;Transport reactions
HMR_7204;Transport reactions
HMR_7331;Transport reactions
HMR_7431;Transport reactions
HMR_7433;Transport reactions
HMR_7434;Transport reactions
HMR_7437;Transport reactions
HMR_7675;Transport reactions
HMR_7693;Transport reactions
HMR_7733;Transport reactions
HMR_7740;Transport reactions
HMR_7743;Transport reactions
HMR_7793;Transport reactions
HMR_8084;Transport reactions
HMR_8086;Transport reactions
HMR_8145;Transport reactions
HMR_8146;Transport reactions
HMR_8153;Transport reactions
HMR_8157;Transport reactions
HMR_8160;Transport reactions
HMR_8163;Transport reactions
HMR_8193;Transport reactions
HMR_8195;Transport reactions
HMR_8199;Transport reactions
HMR_8205;Transport reactions
HMR_8207;Transport reactions
HMR_8213;Transport reactions
HMR_8215;Transport reactions
HMR_8222;Transport reactions
HMR_8230;Transport reactions
HMR_8232;Transport reactions
HMR_8241;Transport reactions
HMR_8243;Transport reactions
HMR_8252;Transport reactions
HMR_8259;Transport reactions
HMR_8265;Transport reactions
HMR_8269;Transport reactions
HMR_8272;Transport reactions
HMR_8282;Transport reactions
HMR_8289;Transport reactions
HMR_8296;Transport reactions
HMR_8299;Transport reactions
HMR_8303;Transport reactions
HMR_8310;Transport reactions
HMR_8312;Transport reactions
HMR_8314;Transport reactions
HMR_8320;Transport reactions
HMR_8323;Transport reactions
HMR_8328;Transport reactions
HMR_8335;Transport reactions
HMR_8338;Transport reactions
HMR_8496;Transport reactions
HMR_8524;Transport reactions
HMR_8661;Transport reactions
HMR_8793;Transport reactions
HMR_8834;Transport reactions
HMR_8874;Transport reactions
HMR_8880;Transport reactions
HMR_8882;Transport reactions
HMR_8895;Transport reactions
HMR_8897;Transport reactions
HMR_8900;Transport reactions
HMR_8902;Transport reactions
HMR_8904;Transport reactions
HMR_8920;Transport reactions
HMR_9665;Transport reactions
HMR_9666;Transport reactions
HMR_9667;Transport reactions
HMR_9668;Transport reactions
HMR_9669;Transport reactions
HMR_9670;Transport reactions
HMR_9671;Transport reactions
HMR_7182;Transport reactions
HMR_7330;Transport reactions
HMR_7432;Transport reactions
HMR_7307;Transport reactions
HMR_0020;Transport reactions
HMR_0461;Transport reactions
HMR_0462;Transport reactions
HMR_0464;Transport reactions
HMR_0466;Transport reactions
HMR_0467;Transport reactions
HMR_0730;Transport reactions
HMR_0768;Transport reactions
HMR_0771;Transport reactions
HMR_0966;Transport reactions
HMR_1035;Transport reactions
HMR_1143;Transport reactions
HMR_1189;Transport reactions
HMR_1240;Transport reactions
HMR_1252;Transport reactions
HMR_1269;Transport reactions
HMR_1306;Transport reactions
HMR_1309;Transport reactions
HMR_1311;Transport reactions
HMR_1316;Transport reactions
HMR_1331;Transport reactions
HMR_1392;Transport reactions
HMR_1530;Transport reactions
HMR_1672;Transport reactions
HMR_1937;Transport reactions
HMR_1998;Transport reactions
HMR_2039;Transport reactions
HMR_2554;Transport reactions
HMR_2569;Transport reactions
HMR_2777;Transport reactions
HMR_3953;Transport reactions
HMR_4123;Transport reactions
HMR_4765;Transport reactions
HMR_4846;Transport reactions
HMR_4856;Transport reactions
HMR_4876;Transport reactions
HMR_4877;Transport reactions
HMR_4878;Transport reactions
HMR_4879;Transport reactions
HMR_4880;Transport reactions
HMR_4881;Transport reactions
HMR_4883;Transport reactions
HMR_4894;Transport reactions
HMR_4906;Transport reactions
HMR_4913;Transport reactions
HMR_4917;Transport reactions
HMR_4941;Transport reactions
HMR_4942;Transport reactions
HMR_4960;Transport reactions
HMR_5004;Transport reactions
HMR_5012;Transport reactions
HMR_5027;Transport reactions
HMR_5203;Transport reactions
HMR_5205;Transport reactions
HMR_5211;Transport reactions
HMR_5245;Transport reactions
HMR_5342;Transport reactions
HMR_5347;Transport reactions
HMR_5354;Transport reactions
HMR_6385;Transport reactions
HMR_6386;Transport reactions
HMR_6387;Transport reactions
HMR_6388;Transport reactions
HMR_6463;Transport reactions
HMR_6468;Transport reactions
HMR_6475;Transport reactions
HMR_6480;Transport reactions
HMR_6629;Transport reactions
HMR_7257;Transport reactions
HMR_7262;Transport reactions
HMR_7272;Transport reactions
HMR_7273;Transport reactions
HMR_7649;Transport reactions
HMR_7766;Transport reactions
HMR_7768;Transport reactions
HMR_7772;Transport reactions
HMR_7776;Transport reactions
HMR_7778;Transport reactions
HMR_7780;Transport reactions
HMR_7789;Transport reactions
HMR_7791;Transport reactions
HMR_7929;Transport reactions
HMR_7933;Transport reactions
HMR_7944;Transport reactions
HMR_7947;Transport reactions
HMR_7949;Transport reactions
HMR_7953;Transport reactions
HMR_7956;Transport reactions
HMR_7960;Transport reactions
HMR_7963;Transport reactions
HMR_7966;Transport reactions
HMR_7969;Transport reactions
HMR_7983;Transport reactions
HMR_7985;Transport reactions
HMR_7988;Transport reactions
HMR_7989;Transport reactions
HMR_8030;Transport reactions
HMR_8234;Transport reactions
HMR_8236;Transport reactions
HMR_8239;Transport reactions
HMR_8347;Transport reactions
HMR_8350;Transport reactions
HMR_8351;Transport reactions
HMR_8358;Transport reactions
HMR_8526;Transport reactions
HMR_8553;Transport reactions
HMR_8594;Transport reactions
HMR_8715;Transport reactions
HMR_8716;Transport reactions
HMR_8719;Transport reactions
HMR_8722;Transport reactions
HMR_8737;Transport reactions
HMR_8851;Transport reactions
HMR_8855;Transport reactions
HMR_8859;Transport reactions
HMR_8886;Transport reactions
HMR_8888;Transport reactions
HMR_8906;Transport reactions
HMR_8914;Transport reactions
HMR_8915;Transport reactions
HMR_8919;Transport reactions
HMR_9177;Transport reactions
HMR_9626;Transport reactions
HMR_9627;Transport reactions
HMR_9628;Transport reactions
HMR_9634;Transport reactions
HMR_9716;Transport reactions
HMR_9724;Transport reactions
HMR_9808;Exchange/demand reactions
HMR_9809;Exchange/demand reactions
HMR_9810;Exchange/demand reactions
HMR_9811;Exchange/demand reactions
HMR_9812;Exchange/demand reactions
HMR_9813;Exchange/demand reactions
HMR_9814;Exchange/demand reactions
HMR_9815;Exchange/demand reactions
HMR_9816;Exchange/demand reactions
HMR_9034;Exchange/demand reactions
HMR_9035;Exchange/demand reactions
HMR_9036;Exchange/demand reactions
HMR_9038;Exchange/demand reactions
HMR_9039;Exchange/demand reactions
HMR_9040;Exchange/demand reactions
HMR_9041;Exchange/demand reactions
HMR_9042;Exchange/demand reactions
HMR_9043;Exchange/demand reactions
HMR_9044;Exchange/demand reactions
HMR_9045;Exchange/demand reactions
HMR_9046;Exchange/demand reactions
HMR_9047;Exchange/demand reactions
HMR_9048;Exchange/demand reactions
HMR_9050;Exchange/demand reactions
HMR_9053;Exchange/demand reactions
HMR_9054;Exchange/demand reactions
HMR_9056;Exchange/demand reactions
HMR_9058;Exchange/demand reactions
HMR_9061;Exchange/demand reactions
HMR_9062;Exchange/demand reactions
HMR_9063;Exchange/demand reactions
HMR_9064;Exchange/demand reactions
HMR_9065;Exchange/demand reactions
HMR_9066;Exchange/demand reactions
HMR_9067;Exchange/demand reactions
HMR_9068;Exchange/demand reactions
HMR_9069;Exchange/demand reactions
HMR_9070;Exchange/demand reactions
HMR_9071;Exchange/demand reactions
HMR_9072;Exchange/demand reactions
HMR_9073;Exchange/demand reactions
HMR_9074;Exchange/demand reactions
HMR_9075;Exchange/demand reactions
HMR_9076;Exchange/demand reactions
HMR_9078;Exchange/demand reactions
HMR_9079;Exchange/demand reactions
HMR_9083;Exchange/demand reactions
HMR_9084;Exchange/demand reactions
HMR_9085;Exchange/demand reactions
HMR_9086;Exchange/demand reactions
HMR_9087;Exchange/demand reactions
HMR_9088;Exchange/demand reactions
HMR_9089;Exchange/demand reactions
HMR_9090;Exchange/demand reactions
HMR_9091;Exchange/demand reactions
HMR_9092;Exchange/demand reactions
HMR_9093;Exchange/demand reactions
HMR_9094;Exchange/demand reactions
HMR_9095;Exchange/demand reactions
HMR_9096;Exchange/demand reactions
HMR_9098;Exchange/demand reactions
HMR_9102;Exchange/demand reactions
HMR_9103;Exchange/demand reactions
HMR_9104;Exchange/demand reactions
HMR_9105;Exchange/demand reactions
HMR_9106;Exchange/demand reactions
HMR_9107;Exchange/demand reactions
HMR_9108;Exchange/demand reactions
HMR_9109;Exchange/demand reactions
HMR_9111;Exchange/demand reactions
HMR_9113;Exchange/demand reactions
HMR_9114;Exchange/demand reactions
HMR_9115;Exchange/demand reactions
HMR_9116;Exchange/demand reactions
HMR_9117;Exchange/demand reactions
HMR_9118;Exchange/demand reactions
HMR_9119;Exchange/demand reactions
HMR_9120;Exchange/demand reactions
HMR_9121;Exchange/demand reactions
HMR_9122;Exchange/demand reactions
HMR_9123;Exchange/demand reactions
HMR_9124;Exchange/demand reactions
HMR_9125;Exchange/demand reactions
HMR_9126;Exchange/demand reactions
HMR_9127;Exchange/demand reactions
HMR_9128;Exchange/demand reactions
HMR_9129;Exchange/demand reactions
HMR_9130;Exchange/demand reactions
HMR_9131;Exchange/demand reactions
HMR_9132;Exchange/demand reactions
HMR_9133;Exchange/demand reactions
HMR_9134;Exchange/demand reactions
HMR_9135;Exchange/demand reactions
HMR_9137;Exchange/demand reactions
HMR_9138;Exchange/demand reactions
HMR_9139;Exchange/demand reactions
HMR_9140;Exchange/demand reactions
HMR_9141;Exchange/demand reactions
HMR_9142;Exchange/demand reactions
HMR_9143;Exchange/demand reactions
HMR_9144;Exchange/demand reactions
HMR_9145;Exchange/demand reactions
HMR_9146;Exchange/demand reactions
HMR_9151;Exchange/demand reactions
HMR_9153;Exchange/demand reactions
HMR_9159;Exchange/demand reactions
HMR_9163;Exchange/demand reactions
HMR_9165;Exchange/demand reactions
HMR_9167;Exchange/demand reactions
HMR_9171;Exchange/demand reactions
HMR_9172;Exchange/demand reactions
HMR_9201;Exchange/demand reactions
HMR_9203;Exchange/demand reactions
HMR_9209;Exchange/demand reactions
HMR_9210;Exchange/demand reactions
HMR_9212;Exchange/demand reactions
HMR_9215;Exchange/demand reactions
HMR_9216;Exchange/demand reactions
HMR_9217;Exchange/demand reactions
HMR_9218;Exchange/demand reactions
HMR_9219;Exchange/demand reactions
HMR_9220;Exchange/demand reactions
HMR_9221;Exchange/demand reactions
HMR_9222;Exchange/demand reactions
HMR_9224;Exchange/demand reactions
HMR_9225;Exchange/demand reactions
HMR_9228;Exchange/demand reactions
HMR_9229;Exchange/demand reactions
HMR_9230;Exchange/demand reactions
HMR_9231;Exchange/demand reactions
HMR_9234;Exchange/demand reactions
HMR_9237;Exchange/demand reactions
HMR_9241;Exchange/demand reactions
HMR_9242;Exchange/demand reactions
HMR_9243;Exchange/demand reactions
HMR_9244;Exchange/demand reactions
HMR_9245;Exchange/demand reactions
HMR_9247;Exchange/demand reactions
HMR_9248;Exchange/demand reactions
HMR_9249;Exchange/demand reactions
HMR_9250;Exchange/demand reactions
HMR_9251;Exchange/demand reactions
HMR_9252;Exchange/demand reactions
HMR_9253;Exchange/demand reactions
HMR_9254;Exchange/demand reactions
HMR_9255;Exchange/demand reactions
HMR_9256;Exchange/demand reactions
HMR_9258;Exchange/demand reactions
HMR_9259;Exchange/demand reactions
HMR_9260;Exchange/demand reactions
HMR_9261;Exchange/demand reactions
HMR_9262;Exchange/demand reactions
HMR_9263;Exchange/demand reactions
HMR_9264;Exchange/demand reactions
HMR_9268;Exchange/demand reactions
HMR_9269;Exchange/demand reactions
HMR_9271;Exchange/demand reactions
HMR_9272;Exchange/demand reactions
HMR_9273;Exchange/demand reactions
HMR_9275;Exchange/demand reactions
HMR_9279;Exchange/demand reactions
HMR_9280;Exchange/demand reactions
HMR_9281;Exchange/demand reactions
HMR_9282;Exchange/demand reactions
HMR_9283;Exchange/demand reactions
HMR_9284;Exchange/demand reactions
HMR_9285;Exchange/demand reactions
HMR_9287;Exchange/demand reactions
HMR_9288;Exchange/demand reactions
HMR_9290;Exchange/demand reactions
HMR_9292;Exchange/demand reactions
HMR_9293;Exchange/demand reactions
HMR_9294;Exchange/demand reactions
HMR_9295;Exchange/demand reactions
HMR_9296;Exchange/demand reactions
HMR_9297;Exchange/demand reactions
HMR_9300;Exchange/demand reactions
HMR_9302;Exchange/demand reactions
HMR_9304;Exchange/demand reactions
HMR_9305;Exchange/demand reactions
HMR_9308;Exchange/demand reactions
HMR_9309;Exchange/demand reactions
HMR_9310;Exchange/demand reactions
HMR_9314;Exchange/demand reactions
HMR_9315;Exchange/demand reactions
HMR_9316;Exchange/demand reactions
HMR_9317;Exchange/demand reactions
HMR_9318;Exchange/demand reactions
HMR_9319;Exchange/demand reactions
HMR_9320;Exchange/demand reactions
HMR_9321;Exchange/demand reactions
HMR_9322;Exchange/demand reactions
HMR_9323;Exchange/demand reactions
HMR_9324;Exchange/demand reactions
HMR_9325;Exchange/demand reactions
HMR_9326;Exchange/demand reactions
HMR_9327;Exchange/demand reactions
HMR_9328;Exchange/demand reactions
HMR_9329;Exchange/demand reactions
HMR_9330;Exchange/demand reactions
HMR_9331;Exchange/demand reactions
HMR_9332;Exchange/demand reactions
HMR_9333;Exchange/demand reactions
HMR_9334;Exchange/demand reactions
HMR_9335;Exchange/demand reactions
HMR_9336;Exchange/demand reactions
HMR_9337;Exchange/demand reactions
HMR_9338;Exchange/demand reactions
HMR_9339;Exchange/demand reactions
HMR_9341;Exchange/demand reactions
HMR_9342;Exchange/demand reactions
HMR_9344;Exchange/demand reactions
HMR_9345;Exchange/demand reactions
HMR_9346;Exchange/demand reactions
HMR_9347;Exchange/demand reactions
HMR_9348;Exchange/demand reactions
HMR_9349;Exchange/demand reactions
HMR_9350;Exchange/demand reactions
HMR_9351;Exchange/demand reactions
HMR_9353;Exchange/demand reactions
HMR_9354;Exchange/demand reactions
HMR_9355;Exchange/demand reactions
HMR_9358;Exchange/demand reactions
HMR_9360;Exchange/demand reactions
HMR_9361;Exchange/demand reactions
HMR_9362;Exchange/demand reactions
HMR_9364;Exchange/demand reactions
HMR_9365;Exchange/demand reactions
HMR_9366;Exchange/demand reactions
HMR_9367;Exchange/demand reactions
HMR_9368;Exchange/demand reactions
HMR_9373;Exchange/demand reactions
HMR_9374;Exchange/demand reactions
HMR_9375;Exchange/demand reactions
HMR_9376;Exchange/demand reactions
HMR_9378;Exchange/demand reactions
